Time	OnlinePlayerCount	volamtrunghieu(103.92.25.248)
2018-9-7_3:47	38	38
2018-9-7_4:02	40	40
2018-9-7_4:17	40	40
2018-9-7_4:32	40	40
2018-9-7_4:47	39	39
2018-9-7_5:02	39	39
2018-9-7_5:17	39	39
2018-9-7_5:32	39	39
2018-9-7_5:47	39	39
2018-9-7_6:02	39	39
2018-9-7_6:17	39	39
2018-9-7_6:32	33	33
2018-9-7_6:47	34	34
2018-9-7_7:02	34	34
2018-9-7_7:17	34	34
2018-9-7_7:32	34	34
2018-9-7_7:47	36	36
2018-9-7_8:02	36	36
2018-9-7_8:17	35	35
2018-9-7_8:32	35	35
2018-9-7_8:47	35	35
2018-9-7_9:02	35	35
2018-9-7_9:17	35	35
2018-9-7_9:32	36	36
2018-9-7_9:47	37	37
2018-9-7_10:02	41	41
2018-9-7_10:17	43	43
2018-9-7_10:32	47	47
2018-9-7_10:47	48	48
2018-9-7_11:02	56	56
2018-9-7_11:17	68	68
2018-9-7_11:32	68	68
2018-9-7_11:47	70	70
2018-9-7_12:02	74	74
2018-9-7_12:17	75	75
2018-9-7_12:32	76	76
2018-9-7_12:47	74	74
2018-9-7_13:02	74	74
2018-9-7_13:17	73	73
2018-9-7_13:32	73	73
2018-9-7_13:47	73	73
2018-9-7_14:02	69	69
2018-9-7_14:17	73	73
2018-9-7_14:32	71	71
2018-9-7_14:47	71	71
2018-9-7_15:02	71	71
2018-9-7_15:17	71	71
2018-9-7_15:32	72	72
2018-9-7_15:47	72	72
2018-9-7_16:02	72	72
2018-9-7_16:17	72	72
2018-9-7_16:32	72	72
2018-9-7_16:47	72	72
2018-9-7_17:02	72	72
2018-9-7_17:17	72	72
2018-9-7_17:32	83	83
2018-9-7_17:47	85	85
2018-9-7_18:02	86	86
2018-9-7_18:17	85	85
2018-9-7_18:32	85	85
2018-9-7_18:47	86	86
2018-9-7_19:02	86	86
2018-9-7_19:17	89	89
2018-9-7_19:32	96	96
2018-9-7_19:47	97	97
2018-9-7_20:02	97	97
2018-9-7_20:17	97	97
2018-9-7_20:32	98	98
2018-9-7_20:47	92	92
2018-9-7_21:02	94	94
2018-9-7_21:17	93	93
2018-9-7_21:32	93	93
2018-9-7_21:47	88	88
2018-9-7_22:02	88	88
2018-9-7_22:17	88	88
2018-9-7_22:32	88	88
2018-9-7_22:47	89	89
2018-9-7_23:02	89	89
2018-9-7_23:17	89	89
2018-9-7_23:32	89	89
2018-9-7_23:47	89	89
2018-9-8_0:02	89	89
2018-9-8_0:17	89	89
2018-9-8_0:32	89	89
2018-9-8_0:47	89	89
2018-9-8_1:02	87	87
2018-9-8_1:17	87	87
2018-9-8_1:32	87	87
2018-9-8_1:47	87	87
2018-9-8_2:02	87	87
2018-9-8_2:17	87	87
2018-9-8_2:32	87	87
2018-9-8_2:47	87	87
2018-9-8_3:02	87	87
2018-9-8_3:17	87	87
2018-9-8_3:32	87	87
2018-9-8_3:47	87	87
2018-9-8_4:02	87	87
2018-9-8_4:17	87	87
2018-9-8_4:32	87	87
2018-9-8_4:47	87	87
2018-9-8_5:02	87	87
2018-9-8_5:17	87	87
2018-9-8_5:32	87	87
2018-9-8_5:47	87	87
2018-9-8_6:02	81	81
2018-9-8_6:17	81	81
2018-9-8_6:32	81	81
2018-9-8_6:47	81	81
2018-9-8_7:02	81	81
2018-9-8_7:17	81	81
2018-9-8_7:32	81	81
2018-9-8_7:47	81	81
2018-9-8_8:02	81	81
2018-9-8_8:17	81	81
2018-9-8_8:32	82	82
2018-9-8_8:47	83	83
2018-9-8_9:02	83	83
2018-9-8_9:17	83	83
2018-9-8_9:32	83	83
2018-9-8_9:47	83	83
2018-9-8_10:02	83	83
2018-9-8_10:17	85	85
2018-9-8_10:32	85	85
2018-9-8_10:47	85	85
2018-9-8_11:02	85	85
2018-9-8_11:17	85	85
2018-9-8_11:32	82	82
2018-9-8_11:47	82	82
2018-9-8_12:02	82	82
2018-9-8_12:17	82	82
2018-9-8_12:32	82	82
2018-9-8_12:47	82	82
2018-9-8_13:02	82	82
2018-9-8_13:17	85	85
2018-9-8_13:32	88	88
2018-9-8_13:47	88	88
2018-9-8_14:02	88	88
2018-9-8_14:17	88	88
2018-9-8_14:32	88	88
2018-9-8_14:47	88	88
2018-9-8_15:02	88	88
2018-9-8_15:17	88	88
2018-9-8_15:32	88	88
2018-9-8_15:47	82	82
2018-9-8_16:02	88	88
2018-9-8_16:17	89	89
2018-9-8_16:32	89	89
2018-9-8_16:47	89	89
2018-9-8_17:02	88	88
2018-9-8_17:17	88	88
2018-9-8_17:32	88	88
2018-9-8_17:47	88	88
2018-9-8_18:02	88	88
2018-9-8_18:17	88	88
2018-9-8_18:32	88	88
2018-9-8_18:47	88	88
2018-9-8_19:02	88	88
2018-9-8_19:17	82	82
2018-9-8_19:32	82	82
2018-9-8_19:47	82	82
2018-9-8_20:02	82	82
2018-9-8_20:17	82	82
2018-9-8_20:32	82	82
2018-9-8_20:47	82	82
2018-9-8_21:02	83	83
2018-9-8_21:17	83	83
2018-9-8_21:32	84	84
2018-9-8_21:47	84	84
2018-9-8_22:02	84	84
2018-9-8_22:17	84	84
2018-9-8_22:32	84	84
2018-9-8_22:47	84	84
2018-9-8_23:02	84	84
2018-9-8_23:17	84	84
2018-9-8_23:32	84	84
2018-9-8_23:47	84	84
2018-9-9_0:02	84	84
2018-9-9_0:17	84	84
2018-9-9_0:32	83	83
2018-9-9_0:47	83	83
2018-9-9_1:02	83	83
2018-9-9_1:17	83	83
2018-9-9_1:32	83	83
2018-9-9_1:47	83	83
2018-9-9_2:02	83	83
2018-9-9_2:17	83	83
2018-9-9_2:32	83	83
2018-9-9_2:47	82	82
2018-9-9_3:02	82	82
2018-9-9_3:17	82	82
2018-9-9_3:32	82	82
2018-9-9_3:47	82	82
2018-9-9_4:02	82	82
2018-9-9_4:17	82	82
2018-9-9_4:32	82	82
2018-9-9_4:47	82	82
2018-9-9_5:02	82	82
2018-9-9_5:17	82	82
2018-9-9_5:32	82	82
2018-9-9_5:47	82	82
2018-9-9_6:02	82	82
2018-9-9_6:17	82	82
2018-9-9_6:32	82	82
2018-9-9_6:47	82	82
2018-9-9_7:02	82	82
2018-9-9_7:17	82	82
2018-9-9_7:32	82	82
2018-9-9_7:47	82	82
2018-9-9_8:02	82	82
2018-9-9_8:17	82	82
2018-9-9_8:32	83	83
2018-9-9_8:47	84	84
2018-9-9_9:02	83	83
2018-9-9_9:17	83	83
2018-9-9_9:32	83	83
2018-9-9_9:47	83	83
2018-9-9_10:02	83	83
2018-9-9_10:17	83	83
2018-9-9_10:32	83	83
2018-9-9_10:47	83	83
2018-9-9_11:02	83	83
2018-9-9_11:17	83	83
2018-9-9_11:32	83	83
2018-9-9_11:47	83	83
2018-9-9_12:02	83	83
2018-9-9_12:17	83	83
2018-9-9_12:32	84	84
2018-9-9_12:47	85	85
2018-9-9_13:02	86	86
2018-9-9_13:17	86	86
2018-9-9_13:32	86	86
2018-9-9_13:47	86	86
2018-9-9_14:02	86	86
2018-9-9_14:17	86	86
2018-9-9_14:32	86	86
2018-9-9_14:47	83	83
2018-9-9_15:02	83	83
2018-9-9_15:17	83	83
2018-9-9_15:32	83	83
2018-9-9_15:47	83	83
2018-9-9_16:02	83	83
2018-9-9_16:17	83	83
2018-9-9_16:32	81	81
2018-9-9_16:47	81	81
2018-9-9_17:02	81	81
2018-9-9_17:17	81	81
2018-9-9_17:32	81	81
2018-9-9_17:47	81	81
2018-9-9_18:02	81	81
2018-9-9_18:17	81	81
2018-9-9_18:32	81	81
2018-9-9_18:47	81	81
2018-9-9_19:02	83	83
2018-9-9_19:17	83	83
2018-9-9_19:32	84	84
2018-9-9_19:47	83	83
2018-9-9_20:02	83	83
2018-9-9_20:17	83	83
2018-9-9_20:32	83	83
2018-9-9_20:47	85	85
2018-9-9_21:02	85	85
2018-9-9_21:17	85	85
2018-9-9_21:32	84	84
2018-9-9_21:47	84	84
2018-9-9_22:02	84	84
2018-9-9_22:17	85	85
2018-9-9_22:32	85	85
2018-9-9_22:47	85	85
2018-9-9_23:02	85	85
2018-9-9_23:17	85	85
2018-9-9_23:32	85	85
2018-9-9_23:47	85	85
2018-9-10_0:02	85	85
2018-9-10_0:17	79	79
2018-9-10_0:32	79	79
2018-9-10_0:47	85	85
2018-9-10_1:02	85	85
2018-9-10_1:17	85	85
2018-9-10_1:32	85	85
2018-9-10_1:47	85	85
2018-9-10_2:02	85	85
2018-9-10_2:17	85	85
2018-9-10_2:32	85	85
2018-9-10_2:47	84	84
2018-9-10_3:02	85	85
2018-9-10_3:17	85	85
2018-9-10_3:32	85	85
2018-9-10_3:47	85	85
2018-9-10_4:02	85	85
2018-9-10_4:17	85	85
2018-9-10_4:32	83	83
2018-9-10_4:47	83	83
2018-9-10_5:02	83	83
2018-9-10_5:17	83	83
2018-9-10_5:32	83	83
2018-9-10_5:47	83	83
2018-9-10_6:02	83	83
2018-9-10_6:17	83	83
2018-9-10_6:32	83	83
2018-9-10_6:47	83	83
2018-9-10_7:02	83	83
2018-9-10_7:17	83	83
2018-9-10_7:32	84	84
2018-9-10_7:47	84	84
2018-9-10_8:02	84	84
2018-9-10_8:17	84	84
2018-9-10_8:32	84	84
2018-9-10_8:47	84	84
2018-9-10_9:02	84	84
2018-9-10_9:17	84	84
2018-9-10_9:32	84	84
2018-9-10_9:47	84	84
2018-9-10_10:02	84	84
2018-9-10_10:17	84	84
2018-9-10_10:32	84	84
2018-9-10_10:47	86	86
2018-9-10_11:02	86	86
2018-9-10_11:17	86	86
2018-9-10_11:32	85	85
2018-9-10_11:47	85	85
2018-9-10_12:02	85	85
2018-9-10_12:17	86	86
2018-9-10_12:32	86	86
2018-9-10_12:47	86	86
2018-9-10_13:02	86	86
2018-9-10_13:17	86	86
2018-9-10_13:32	86	86
2018-9-10_13:47	86	86
2018-9-10_14:02	87	87
2018-9-10_14:17	86	86
2018-9-10_14:32	86	86
2018-9-10_14:47	86	86
2018-9-10_15:02	86	86
2018-9-10_15:17	86	86
2018-9-10_15:32	86	86
2018-9-10_15:47	86	86
2018-9-10_16:02	86	86
2018-9-10_16:17	86	86
2018-9-10_16:32	86	86
2018-9-10_16:47	86	86
2018-9-10_17:02	86	86
2018-9-10_17:17	86	86
2018-9-10_17:32	86	86
2018-9-10_17:47	86	86
2018-9-10_18:02	86	86
2018-9-10_18:17	86	86
2018-9-10_18:32	86	86
2018-9-10_18:47	86	86
2018-9-10_19:02	86	86
2018-9-10_19:17	86	86
2018-9-10_19:32	86	86
2018-9-10_19:47	86	86
2018-9-10_20:02	86	86
2018-9-10_20:17	86	86
2018-9-10_20:32	86	86
2018-9-10_20:47	86	86
2018-9-10_21:02	87	87
2018-9-10_21:17	82	82
2018-9-10_21:32	88	88
2018-9-10_21:47	88	88
2018-9-10_22:02	88	88
2018-9-10_22:17	86	86
2018-9-10_22:32	86	86
2018-9-10_22:47	86	86
2018-9-10_23:02	86	86
2018-9-10_23:17	86	86
2018-9-10_23:32	86	86
2018-9-10_23:47	86	86
2018-9-11_0:02	86	86
2018-9-11_0:17	86	86
2018-9-11_0:32	86	86
2018-9-11_0:47	86	86
2018-9-11_1:02	80	80
2018-9-11_1:17	80	80
2018-9-11_1:32	80	80
2018-9-11_1:47	80	80
2018-9-11_2:02	80	80
2018-9-11_2:17	80	80
2018-9-11_2:32	80	80
2018-9-11_2:47	80	80
2018-9-11_3:02	80	80
2018-9-11_3:17	80	80
2018-9-11_3:32	79	79
2018-9-11_3:47	80	80
2018-9-11_4:02	80	80
2018-9-11_4:17	79	79
2018-9-11_4:32	79	79
2018-9-11_4:47	80	80
2018-9-11_5:02	80	80
2018-9-11_5:17	80	80
2018-9-11_5:32	80	80
2018-9-11_5:47	80	80
2018-9-11_6:02	80	80
2018-9-11_6:17	80	80
2018-9-11_6:32	80	80
2018-9-11_6:47	80	80
2018-9-11_7:02	80	80
2018-9-11_7:17	79	79
2018-9-11_7:32	78	78
2018-9-11_7:47	78	78
2018-9-11_8:02	78	78
2018-9-11_8:17	78	78
2018-9-11_8:32	78	78
2018-9-11_8:47	78	78
2018-9-11_9:02	78	78
2018-9-11_9:17	78	78
2018-9-11_9:32	78	78
2018-9-11_9:47	78	78
2018-9-11_10:02	78	78
2018-9-11_10:17	80	80
2018-9-11_10:32	81	81
2018-9-11_10:47	80	80
2018-9-11_11:02	80	80
2018-9-11_11:17	80	80
2018-9-11_11:32	80	80
2018-9-11_11:47	80	80
2018-9-11_12:02	80	80
2018-9-11_12:17	80	80
2018-9-11_12:32	80	80
2018-9-11_12:47	80	80
2018-9-11_13:02	80	80
2018-9-11_13:17	80	80
2018-9-11_13:32	80	80
2018-9-11_13:47	80	80
2018-9-11_14:02	80	80
2018-9-11_14:17	80	80
2018-9-11_14:32	80	80
2018-9-11_14:47	80	80
2018-9-11_15:02	80	80
2018-9-11_15:17	80	80
2018-9-11_15:32	80	80
2018-9-11_15:47	80	80
2018-9-11_16:02	80	80
2018-9-11_16:17	80	80
2018-9-11_16:32	80	80
2018-9-11_16:47	80	80
2018-9-11_17:02	80	80
2018-9-11_17:17	80	80
2018-9-11_17:32	80	80
2018-9-11_17:47	80	80
2018-9-11_18:02	80	80
2018-9-11_18:17	80	80
2018-9-11_18:32	80	80
2018-9-11_18:47	80	80
2018-9-11_19:02	80	80
2018-9-11_19:17	80	80
2018-9-11_19:32	80	80
2018-9-11_19:47	80	80
2018-9-11_20:02	80	80
2018-9-11_20:17	80	80
2018-9-11_20:32	80	80
2018-9-11_20:47	80	80
2018-9-11_21:02	80	80
2018-9-11_21:17	80	80
2018-9-11_21:32	80	80
2018-9-11_21:47	80	80
2018-9-11_22:02	80	80
2018-9-11_22:17	80	80
2018-9-11_22:32	80	80
2018-9-11_22:47	80	80
2018-9-11_23:02	80	80
2018-9-11_23:17	80	80
2018-9-11_23:32	80	80
2018-9-11_23:47	80	80
2018-9-12_0:02	80	80
2018-9-12_0:17	80	80
2018-9-12_0:32	80	80
2018-9-12_0:47	80	80
2018-9-12_1:02	80	80
2018-9-12_1:17	80	80
2018-9-12_1:32	80	80
2018-9-12_1:47	80	80
2018-9-12_2:02	80	80
2018-9-12_2:17	80	80
2018-9-12_2:32	80	80
2018-9-12_2:47	80	80
2018-9-12_3:02	80	80
2018-9-12_3:17	80	80
2018-9-12_3:32	80	80
2018-9-12_3:47	80	80
2018-9-12_4:02	80	80
2018-9-12_4:17	80	80
2018-9-12_4:32	80	80
2018-9-12_4:47	80	80
2018-9-12_5:02	80	80
2018-9-12_5:17	80	80
2018-9-12_5:32	80	80
2018-9-12_5:47	80	80
2018-9-12_6:02	80	80
2018-9-12_6:17	80	80
2018-9-12_6:32	80	80
2018-9-12_6:47	80	80
2018-9-12_7:02	80	80
2018-9-12_7:17	80	80
2018-9-12_7:32	80	80
2018-9-12_7:47	81	81
2018-9-12_8:02	80	80
2018-9-12_8:17	80	80
2018-9-12_8:32	80	80
2018-9-12_8:47	80	80
2018-9-12_9:02	80	80
2018-9-12_9:17	80	80
2018-9-12_9:32	80	80
2018-9-12_9:47	80	80
2018-9-12_10:02	80	80
2018-9-12_10:17	80	80
2018-9-12_10:32	80	80
2018-9-12_10:47	80	80
2018-9-12_11:02	78	78
2018-9-12_11:17	78	78
2018-9-12_11:32	78	78
2018-9-12_11:47	78	78
2018-9-12_12:02	78	78
2018-9-12_12:17	78	78
2018-9-12_12:32	78	78
2018-9-12_12:47	78	78
2018-9-12_13:02	78	78
2018-9-12_13:17	78	78
2018-9-12_13:32	78	78
2018-9-12_13:47	78	78
2018-9-12_14:02	78	78
2018-9-12_14:17	78	78
2018-9-12_14:32	78	78
2018-9-12_14:47	78	78
2018-9-12_15:02	78	78
2018-9-12_15:17	78	78
2018-9-12_15:32	78	78
2018-9-12_15:47	78	78
2018-9-12_16:02	78	78
2018-9-12_16:17	78	78
2018-9-12_16:32	78	78
2018-9-12_16:47	78	78
2018-9-12_17:02	78	78
2018-9-12_17:17	78	78
2018-9-12_17:32	78	78
2018-9-12_17:47	79	79
2018-9-12_18:02	79	79
2018-9-12_18:17	79	79
2018-9-12_18:32	79	79
2018-9-12_18:47	79	79
2018-9-12_19:02	79	79
2018-9-12_19:17	79	79
2018-9-12_19:32	79	79
2018-9-12_19:47	79	79
2018-9-12_20:02	79	79
2018-9-12_20:17	79	79
2018-9-12_20:32	79	79
2018-9-12_20:47	79	79
2018-9-12_21:02	79	79
2018-9-12_21:17	79	79
2018-9-12_21:32	79	79
2018-9-12_21:47	79	79
2018-9-12_22:02	79	79
2018-9-12_22:17	79	79
2018-9-12_22:32	79	79
2018-9-12_22:47	79	79
2018-9-12_23:02	79	79
2018-9-12_23:17	79	79
2018-9-12_23:32	79	79
2018-9-12_23:47	79	79
2018-9-13_0:02	79	79
2018-9-13_0:17	79	79
2018-9-13_0:32	79	79
2018-9-13_0:47	79	79
2018-9-13_1:02	79	79
2018-9-13_1:17	79	79
2018-9-13_1:32	79	79
2018-9-13_1:47	79	79
2018-9-13_2:02	79	79
2018-9-13_2:17	79	79
2018-9-13_2:32	79	79
2018-9-13_2:47	79	79
2018-9-13_3:02	79	79
2018-9-13_3:17	79	79
2018-9-13_3:32	79	79
2018-9-13_3:47	79	79
2018-9-13_4:02	79	79
2018-9-13_4:17	79	79
2018-9-13_4:32	79	79
2018-9-13_4:47	79	79
2018-9-13_5:02	79	79
2018-9-13_5:17	79	79
2018-9-13_5:32	79	79
2018-9-13_5:47	79	79
2018-9-13_6:02	79	79
2018-9-13_6:17	79	79
2018-9-13_6:32	79	79
2018-9-13_6:47	79	79
2018-9-13_7:02	79	79
2018-9-13_7:17	79	79
2018-9-13_7:32	79	79
2018-9-13_7:47	79	79
2018-9-13_8:02	79	79
2018-9-13_8:17	79	79
2018-9-13_8:32	79	79
2018-9-13_8:47	79	79
2018-9-13_9:02	79	79
2018-9-13_9:17	79	79
2018-9-13_9:32	79	79
2018-9-13_9:47	79	79
2018-9-13_10:02	79	79
2018-9-13_10:17	79	79
2018-9-13_10:32	79	79
2018-9-13_10:47	79	79
2018-9-13_11:02	79	79
2018-9-13_11:17	79	79
2018-9-13_11:32	79	79
2018-9-13_11:47	79	79
2018-9-13_12:02	79	79
2018-9-13_12:17	79	79
2018-9-13_12:32	79	79
2018-9-13_12:47	79	79
2018-9-13_13:02	79	79
2018-9-13_13:17	79	79
2018-9-13_13:32	79	79
2018-9-13_13:47	79	79
2018-9-13_14:02	79	79
2018-9-13_14:17	79	79
2018-9-13_14:32	79	79
2018-9-13_14:47	79	79
2018-9-13_15:02	79	79
2018-9-13_15:17	79	79
2018-9-13_15:32	79	79
2018-9-13_15:47	79	79
2018-9-13_16:02	79	79
2018-9-13_16:17	79	79
2018-9-13_16:32	79	79
2018-9-13_16:47	79	79
2018-9-13_17:02	79	79
2018-9-13_17:17	79	79
2018-9-13_17:32	79	79
2018-9-13_17:47	79	79
2018-9-13_18:02	79	79
2018-9-13_18:17	79	79
2018-9-13_18:32	80	80
2018-9-13_18:47	80	80
2018-9-13_19:02	80	80
2018-9-13_19:17	80	80
2018-9-13_19:32	80	80
2018-9-13_19:47	79	79
2018-9-13_20:02	79	79
2018-9-13_20:17	80	80
2018-9-13_20:32	80	80
2018-9-13_20:47	81	81
2018-9-13_21:02	81	81
2018-9-13_21:17	81	81
2018-9-13_21:32	81	81
2018-9-13_21:47	81	81
2018-9-13_22:02	81	81
2018-9-13_22:17	79	79
2018-9-13_22:32	79	79
2018-9-13_22:47	79	79
2018-9-13_23:02	79	79
2018-9-13_23:17	79	79
2018-9-13_23:32	79	79
2018-9-13_23:47	79	79
2018-9-14_0:02	79	79
2018-9-14_0:17	79	79
2018-9-14_0:32	79	79
2018-9-14_0:47	79	79
2018-9-14_1:02	79	79
2018-9-14_1:17	79	79
2018-9-14_1:32	79	79
2018-9-14_1:47	79	79
2018-9-14_2:02	79	79
2018-9-14_2:17	79	79
2018-9-14_2:32	79	79
2018-9-14_2:47	79	79
2018-9-14_3:02	79	79
2018-9-14_3:17	79	79
2018-9-14_3:32	79	79
2018-9-14_3:47	79	79
2018-9-14_4:02	79	79
2018-9-14_4:17	79	79
2018-9-14_4:32	79	79
2018-9-14_4:47	79	79
2018-9-14_5:02	79	79
2018-9-14_5:17	79	79
2018-9-14_5:32	79	79
2018-9-14_5:47	79	79
2018-9-14_6:02	79	79
2018-9-14_6:17	79	79
2018-9-14_6:32	79	79
2018-9-14_6:47	79	79
2018-9-14_7:02	79	79
2018-9-14_7:17	79	79
2018-9-14_7:32	79	79
2018-9-14_7:47	79	79
2018-9-14_8:02	79	79
2018-9-14_8:17	79	79
Time	OnlinePlayerCount	volamtrunghieu(103.92.25.248)
