0:0	Account: sarin1990	 Name: DocDep	 Level: 71	 IP Address: 27.69.147.127 : 53431
12:38	Account: nonhancl	 Name: XÝchLuyÖnTiªnTö	 Level: 86	 IP Address: 118.68.135.17 : 50599
12:39	Account: tieubao152	 Name: TiÓuB¶o	 Level: 83	 IP Address: 1.55.176.232 : 64399
12:39	Account: nonhancl	 Name: XÝchLuyÖnTiªnTö	 Level: 86	 IP Address: 118.68.135.17 : 50605
12:52	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 49693
12:53	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 49712
13:11	Account: ngocbich04	 Name: ffafafasdf	 Level: 90	 IP Address: 14.233.233.93 : 49812
13:18	Account: thangvl5	 Name: 5HáaCaCa	 Level: 93	 IP Address: 118.70.81.103 : 7913
13:23	Account: asdzxcdsa1	 Name: LinhÙMôc	 Level: 80	 IP Address: 171.249.236.64 : 49402
13:23	Account: thangvl6	 Name: 6§­¬ngCaCa	 Level: 92	 IP Address: 118.70.81.103 : 7939
13:23	Account: huy101	 Name: §écXuyªnChim	 Level: 80	 IP Address: 123.20.65.104 : 2349
13:24	Account: huy102	 Name: §écToµnTh©n	 Level: 80	 IP Address: 123.20.65.104 : 2377
13:25	Account: huy100	 Name: EventGirl	 Level: 81	 IP Address: 123.20.65.104 : 2480
13:26	Account: gcity02	 Name: 02ÙThiªnÙNhÉn	 Level: 97	 IP Address: 27.79.74.126 : 50431
13:26	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 27.79.74.126 : 50435
13:26	Account: xebmt001	 Name: Dophoihot	 Level: 1	 IP Address: 27.79.74.126 : 50438
13:27	Account: xebmt1	 Name: XeÙN­ícÙMÝa	 Level: 79	 IP Address: 27.79.74.126 : 50444
13:27	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 27.79.74.126 : 50446
13:30	Account: thangvl7	 Name: 7NgamyTûtû	 Level: 92	 IP Address: 118.70.81.103 : 7966
13:30	Account: xebmt01	 Name: doiphoivip	 Level: 1	 IP Address: 27.79.74.126 : 50454
13:30	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 27.79.74.126 : 50456
13:33	Account: xebmt02	 Name: chuyenphoi	 Level: 1	 IP Address: 27.79.74.126 : 50461
13:33	Account: gamethu	 Name: KhaiCheckGame	 Level: 5	 IP Address: 171.232.113.243 : 56458
13:33	Account: xebmt6	 Name: 123456	 Level: 80	 IP Address: 27.79.74.126 : 50465
13:34	Account: xebmt6	 Name: 1231231	 Level: 80	 IP Address: 27.79.74.126 : 50467
13:36	Account: xebmt03	 Name: Kiemevent	 Level: 81	 IP Address: 27.79.74.126 : 50472
13:36	Account: xebmt03	 Name: phoidep	 Level: 1	 IP Address: 27.79.74.126 : 50475
13:36	Account: xebmt6	 Name: ffrfrª	 Level: 80	 IP Address: 27.79.74.126 : 50477
13:37	Account: kingvl1	 Name: ThñyTiªnTûTû	 Level: 84	 IP Address: 58.187.66.217 : 40536
13:37	Account: xebmt7	 Name: 123654	 Level: 80	 IP Address: 27.79.74.126 : 50483
13:38	Account: xebmt7	 Name: 11111®	 Level: 80	 IP Address: 27.79.74.126 : 50485
13:38	Account: kingvl2	 Name: KimLongKaKa	 Level: 93	 IP Address: 58.187.66.217 : 52221
13:39	Account: kingvl3	 Name: HáaLongCaCa	 Level: 86	 IP Address: 58.187.66.217 : 48483
13:40	Account: kingvl4	 Name: ThñyTiªnTØTØ	 Level: 85	 IP Address: 58.187.66.217 : 19017
13:41	Account: qwqwqw	 Name: ¢uÙD­¬ngÙPhong	 Level: 83	 IP Address: 171.249.236.64 : 49482
13:41	Account: kingvl5	 Name: ThanhH­Ch©nNh©n	 Level: 84	 IP Address: 58.187.66.217 : 24952
13:41	Account: thoakhungs1	 Name: Boss01	 Level: 1	 IP Address: 171.251.237.76 : 50221
13:41	Account: bando	 Name: §ÞaLongHuynh	 Level: 83	 IP Address: 58.187.66.217 : 6769
13:42	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 102	 IP Address: 27.79.74.126 : 50553
13:43	Account: quocbaobp	 Name: NçiÙBuånÙKoÙTªn	 Level: 110	 IP Address: 115.75.51.168 : 39188
13:44	Account: nd0001	 Name: nd0001	 Level: 84	 IP Address: 14.168.28.44 : 52254
13:45	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.168.28.44 : 52258
13:45	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.168.28.44 : 52265
13:46	Account: dm0002	 Name: TVB0001	 Level: 83	 IP Address: 14.168.28.44 : 52270
13:47	Account: nd0001	 Name: nd0001	 Level: 84	 IP Address: 14.168.28.44 : 52276
13:50	Account: qwqwqw3	 Name: ¢uÙD­¬ngÙVËt	 Level: 81	 IP Address: 171.249.236.64 : 49497
13:52	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.168.28.44 : 52317
13:53	Account: quocbaobp	 Name: NçiÙBuånÙKoÙTªn	 Level: 110	 IP Address: 123.25.218.214 : 39215
13:53	Account: kingvl4	 Name: ThñyTiªnTØTØ	 Level: 88	 IP Address: 58.187.66.217 : 15167
13:54	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.168.28.44 : 52325
13:54	Account: quocbaobp	 Name: NçiÙBuånÙKoÙTªn	 Level: 110	 IP Address: 123.25.218.214 : 39218
13:58	Account: thoakhungs1	 Name: Boss02	 Level: 1	 IP Address: 171.251.237.76 : 50223
14:2	Account: ngocbich01	 Name: KhoEvent1	 Level: 80	 IP Address: 14.233.233.93 : 50448
14:3	Account: ngocbich01	 Name: sdfaaafasf	 Level: 80	 IP Address: 14.233.233.93 : 50457
14:4	Account: ngocbich02	 Name: sdfasdf	 Level: 80	 IP Address: 14.233.233.93 : 50466
14:4	Account: ngocbich03	 Name: PhoiEpDo	 Level: 80	 IP Address: 14.233.233.93 : 50470
14:5	Account: ngocbich04	 Name: BAOTUAN	 Level: 80	 IP Address: 14.233.233.93 : 50478
14:5	Account: ngocbich05	 Name: phoiepdo	 Level: 80	 IP Address: 14.233.233.93 : 50482
14:6	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 102	 IP Address: 27.79.43.143 : 49774
14:6	Account: xebmt	 Name: BanDobmt	 Level: 80	 IP Address: 27.79.43.143 : 49776
14:6	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 50493
14:7	Account: xebmt	 Name: BanDobmt	 Level: 80	 IP Address: 123.20.65.104 : 5276
14:8	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 87	 IP Address: 42.116.138.135 : 57016
14:11	Account: phamtungdhv2	 Name: ZzNgocCuxiZz	 Level: 85	 IP Address: 42.116.138.135 : 57025
14:12	Account: quocbaobp	 Name: NçiÙBuånÙKoÙTªn	 Level: 110	 IP Address: 123.25.218.214 : 39264
14:12	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 102	 IP Address: 27.79.43.143 : 49784
14:12	Account: hangnitocvay3	 Name: ¤ngÙHoµngÙJAV	 Level: 83	 IP Address: 171.251.168.241 : 56684
14:15	Account: xebmt02	 Name: chuyenphoi	 Level: 80	 IP Address: 27.79.43.143 : 49792
14:16	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 50668
14:17	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 86	 IP Address: 42.116.138.135 : 57032
14:17	Account: xebmt1	 Name: XeÙN­ícÙMÝa	 Level: 79	 IP Address: 123.25.218.214 : 39278
14:18	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 86	 IP Address: 42.116.138.135 : 57038
14:18	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 123.25.218.214 : 39281
14:18	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 123.25.218.214 : 39283
14:18	Account: xebmt	 Name: BanDobmt	 Level: 80	 IP Address: 27.79.43.143 : 49796
14:18	Account: xebmt2	 Name: XeÙN­ícÙMÝaÙ2	 Level: 81	 IP Address: 123.25.218.214 : 39285
14:18	Account: xebmt01	 Name: doiphoivip	 Level: 80	 IP Address: 27.79.43.143 : 49798
14:18	Account: xebmt2	 Name: xebmts	 Level: 80	 IP Address: 123.25.218.214 : 39287
14:18	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 123.25.218.214 : 39289
14:19	Account: phamtungdhv5	 Name: ZzPhiLongzZ	 Level: 89	 IP Address: 42.116.138.135 : 57040
14:19	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 123.25.218.214 : 39293
14:19	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 86	 IP Address: 42.116.138.135 : 57042
14:19	Account: xebmt3	 Name: ThaÙEm	 Level: 80	 IP Address: 123.25.218.214 : 39295
14:20	Account: xebmt1	 Name: XeÙN­ícÙMÝa	 Level: 79	 IP Address: 27.79.43.143 : 49804
14:20	Account: xebmt4	 Name: XeÙN­ícÙMÝa4	 Level: 5	 IP Address: 123.25.218.214 : 39298
14:20	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 123.25.218.214 : 39300
14:20	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 27.79.43.143 : 49806
14:20	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.43.143 : 49808
14:20	Account: thaocanh113	 Name: ThiªnÙNh·	 Level: 94	 IP Address: 117.4.153.3 : 49329
14:20	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 123.25.218.214 : 39302
14:21	Account: xebmt5	 Name: Tr©uÙKÐo	 Level: 82	 IP Address: 123.25.218.214 : 39304
14:21	Account: th118	 Name: C«nÙL«nÙ01	 Level: 88	 IP Address: 117.4.153.3 : 49332
14:21	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 123.25.218.214 : 39307
14:21	Account: xebmt6	 Name: 123456	 Level: 80	 IP Address: 123.25.218.214 : 39309
14:21	Account: xebmt6	 Name: 1231231	 Level: 80	 IP Address: 123.25.218.214 : 39311
14:21	Account: xebmt6	 Name: ffrfrª	 Level: 80	 IP Address: 123.25.218.214 : 39313
14:21	Account: xebmt7	 Name: 123654	 Level: 80	 IP Address: 123.25.218.214 : 39315
14:22	Account: xebmt7	 Name: 11111®	 Level: 80	 IP Address: 123.25.218.214 : 39317
14:22	Account: xebmt7	 Name: buffbuathoi	 Level: 80	 IP Address: 123.25.218.214 : 39322
14:22	Account: sarin1990	 Name: DocXinh	 Level: 81	 IP Address: 27.69.147.127 : 49464
14:23	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 27.79.43.143 : 49817
14:26	Account: vu25091990	 Name: XinhGai6	 Level: 81	 IP Address: 27.69.147.127 : 49552
14:26	Account: saluci	 Name: Depzai3	 Level: 80	 IP Address: 27.69.147.127 : 49557
14:26	Account: xebmt3	 Name: ThaÙEm	 Level: 80	 IP Address: 27.79.43.143 : 49821
14:26	Account: minhvu25091990	 Name: XinhGai2	 Level: 80	 IP Address: 27.69.147.127 : 49559
14:26	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 27.79.43.143 : 49823
14:26	Account: sarin	 Name: XinhGai7	 Level: 81	 IP Address: 27.69.147.127 : 49565
14:27	Account: xebmt6	 Name: 123456	 Level: 80	 IP Address: 27.79.43.143 : 49826
14:27	Account: xebmt6	 Name: 1231231	 Level: 80	 IP Address: 27.79.43.143 : 49830
14:27	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 123.25.218.214 : 39334
14:28	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 123.25.218.214 : 39339
14:28	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 123.25.218.214 : 39341
14:28	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 123.25.218.214 : 39343
14:30	Account: xebmt1	 Name: XeÙN­ícÙMÝa	 Level: 79	 IP Address: 123.25.218.214 : 39347
14:30	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 123.25.218.214 : 39349
14:30	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 123.25.218.214 : 39351
14:30	Account: xebmt2	 Name: XeÙN­ícÙMÝaÙ2	 Level: 81	 IP Address: 123.25.218.214 : 39353
14:30	Account: xebmt7	 Name: 123654	 Level: 80	 IP Address: 123.25.218.214 : 39355
14:31	Account: xebmt7	 Name: 11111®	 Level: 80	 IP Address: 123.25.218.214 : 39357
14:31	Account: xebmt7	 Name: buffbuathoi	 Level: 80	 IP Address: 123.25.218.214 : 39360
14:31	Account: th113	 Name: ThiªnÙ§ÞaÙHéi	 Level: 81	 IP Address: 117.4.153.3 : 49358
14:31	Account: xebmt5	 Name: Tr©uÙKÐo	 Level: 82	 IP Address: 123.25.218.214 : 39364
14:31	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 123.25.218.214 : 39366
14:32	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 100	 IP Address: 123.20.65.104 : 6999
14:32	Account: sarin1990	 Name: DocXinh	 Level: 82	 IP Address: 27.69.147.127 : 60321
14:33	Account: th114	 Name: TµÙPh¸i	 Level: 81	 IP Address: 117.4.153.3 : 49363
14:33	Account: xebmt7	 Name: 123654	 Level: 80	 IP Address: 123.25.218.214 : 39372
14:33	Account: xebmt7	 Name: 11111®	 Level: 80	 IP Address: 123.25.218.214 : 39374
14:33	Account: xebmt7	 Name: buffbuathoi	 Level: 80	 IP Address: 123.25.218.214 : 39376
14:34	Account: xebmt5	 Name: Tr©uÙKÐo	 Level: 82	 IP Address: 123.25.218.214 : 39379
14:34	Account: th115	 Name: ThiªnÙNhÉnÙ01	 Level: 81	 IP Address: 117.4.153.3 : 49366
14:34	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 123.25.218.214 : 39382
14:35	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 123.25.218.214 : 39386
14:36	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 123.25.218.214 : 39388
14:37	Account: xebmt3	 Name: ThaÙEm	 Level: 80	 IP Address: 123.25.218.214 : 39393
14:37	Account: xebmt10	 Name: b1t1tt	 Level: 80	 IP Address: 123.25.218.214 : 39396
14:38	Account: xebmt10	 Name: frf22f2r	 Level: 80	 IP Address: 123.25.218.214 : 39400
14:38	Account: xebmt10	 Name: ff2rf2r2f	 Level: 80	 IP Address: 123.25.218.214 : 39403
14:39	Account: xebmt8	 Name: ff1f1f1f	 Level: 80	 IP Address: 123.25.218.214 : 39405
14:39	Account: xebmt8	 Name: bmtbmt	 Level: 80	 IP Address: 123.25.218.214 : 39408
14:39	Account: xebmt8	 Name: kdkdk®	 Level: 80	 IP Address: 123.25.218.214 : 39410
14:40	Account: xebmt9	 Name: f22rr5r	 Level: 80	 IP Address: 123.25.218.214 : 39414
14:40	Account: th117	 Name: ThiªnÙNhÉnÙ02	 Level: 81	 IP Address: 117.4.153.3 : 49375
14:40	Account: xebmt9	 Name: frf2r2fr	 Level: 80	 IP Address: 123.25.218.214 : 39417
14:41	Account: xebmt9	 Name: grg2r2gr	 Level: 80	 IP Address: 123.25.218.214 : 39420
14:42	Account: xebmt9	 Name: f22rr5r	 Level: 80	 IP Address: 123.25.218.214 : 39425
14:43	Account: xebmt1	 Name: XeÙN­ícÙMÝa	 Level: 79	 IP Address: 123.25.218.214 : 39429
14:43	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 123.25.218.214 : 39431
14:43	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 123.25.218.214 : 39433
14:44	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 123.25.218.214 : 39436
14:44	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 123.25.218.214 : 39438
14:44	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 123.25.218.214 : 39440
14:45	Account: xebmt3	 Name: ThaÙEm	 Level: 80	 IP Address: 123.25.218.214 : 39443
14:51	Account: saluci0507	 Name: Depzai5	 Level: 80	 IP Address: 27.69.147.127 : 49789
14:51	Account: sarin1990	 Name: DocDep1	 Level: 80	 IP Address: 27.69.147.127 : 49792
14:51	Account: sarin1990	 Name: DocXinh	 Level: 82	 IP Address: 27.69.147.127 : 49794
14:53	Account: vu25091990	 Name: XinhGai6	 Level: 81	 IP Address: 27.69.147.127 : 49834
14:54	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 27.69.147.127 : 49842
14:55	Account: sarin1990	 Name: DocDep1	 Level: 80	 IP Address: 27.69.147.127 : 62403
14:57	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 100	 IP Address: 123.20.65.104 : 8729
14:57	Account: xebmt12	 Name: gtgt62gt51g	 Level: 80	 IP Address: 27.79.43.143 : 50097
14:58	Account: asdzxcdsa1	 Name: LinhÙMôc	 Level: 80	 IP Address: 171.249.236.64 : 51888
14:58	Account: saluci0507	 Name: Depzai4	 Level: 80	 IP Address: 27.69.147.127 : 62298
15:0	Account: anlonnhe	 Name: KimXaLuan	 Level: 75	 IP Address: 14.176.93.19 : 1408
15:0	Account: sarin1990	 Name: DocXinh	 Level: 82	 IP Address: 27.69.147.127 : 61542
15:1	Account: anlonnhe	 Name: KimXaLuan	 Level: 75	 IP Address: 14.176.93.19 : 1433
15:8	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 123.20.65.104 : 9500
15:9	Account: xebmt11	 Name: rfrf1r1fr	 Level: 80	 IP Address: 27.79.43.143 : 50138
15:9	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 123.20.65.104 : 9540
15:9	Account: xebmt11	 Name: fr3fr3f3r	 Level: 80	 IP Address: 27.79.43.143 : 50140
15:9	Account: xebmt11	 Name: v22g2r2gr2g	 Level: 80	 IP Address: 27.79.43.143 : 50142
15:9	Account: xebmt10	 Name: b1t1tt	 Level: 80	 IP Address: 27.79.43.143 : 50144
15:9	Account: xebmt2	 Name: xebmts	 Level: 80	 IP Address: 123.20.65.104 : 9564
15:10	Account: xebmt2	 Name: XeÙN­ícÙMÝaÙ2	 Level: 81	 IP Address: 123.20.65.104 : 9579
15:10	Account: thangvl4	 Name: 5DBTGr	 Level: 73	 IP Address: 118.70.81.103 : 9170
15:10	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 123.20.65.104 : 9603
15:10	Account: xebmt6	 Name: ffrfrª	 Level: 80	 IP Address: 27.79.43.143 : 50146
15:10	Account: xebmt7	 Name: 11111®	 Level: 80	 IP Address: 27.79.43.143 : 50148
15:11	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 123.20.65.104 : 9709
15:12	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 106	 IP Address: 115.78.195.38 : 49274
15:12	Account: xebmt10	 Name: frf22f2r	 Level: 80	 IP Address: 27.79.43.143 : 50152
15:16	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.43.143 : 50161
15:16	Account: samsimon	 Name: ÙTýÙSG	 Level: 89	 IP Address: 115.78.195.38 : 49296
15:16	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 27.79.43.143 : 50164
15:16	Account: xebmt4	 Name: XeÙN­ícÙMÝa4	 Level: 5	 IP Address: 27.79.43.143 : 50166
15:18	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.43.143 : 50170
15:19	Account: xebmt	 Name: BanDobmt	 Level: 80	 IP Address: 27.79.43.143 : 50172
15:19	Account: tumap3000	 Name: EmChoiLai	 Level: 100	 IP Address: 115.78.195.38 : 49320
15:19	Account: xebmt4	 Name: XeÙN­ícÙMÝa4	 Level: 5	 IP Address: 27.79.43.143 : 50176
15:20	Account: vu25091990	 Name: XinhGai5	 Level: 81	 IP Address: 27.69.147.127 : 50019
15:22	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 49329
15:23	Account: minsimon	 Name: ÙLieÙSG	 Level: 80	 IP Address: 115.78.195.38 : 49332
15:23	Account: thoakhungs1	 Name: Boss03	 Level: 1	 IP Address: 171.251.237.76 : 50226
15:23	Account: samsimon3	 Name: GIuDoNe	 Level: 80	 IP Address: 115.78.195.38 : 49334
15:24	Account: samsimon3	 Name: LuuKhoNhe	 Level: 80	 IP Address: 115.78.195.38 : 49337
15:24	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 27.79.43.143 : 50182
15:31	Account: vlshxtvu1	 Name: MotThoiAnChoi	 Level: 80	 IP Address: 117.2.0.64 : 2913
15:33	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 27.79.43.143 : 50194
15:33	Account: thaocanh113	 Name: ThiªnÙNh·	 Level: 97	 IP Address: 117.4.153.3 : 49498
15:35	Account: xebmt10	 Name: ff2rf2r2f	 Level: 80	 IP Address: 27.79.43.143 : 50197
15:35	Account: xebmt4	 Name: XeÙN­ícÙMÝa4	 Level: 5	 IP Address: 27.79.43.143 : 50201
15:36	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 27.79.43.143 : 50203
15:36	Account: vlshxtvu1	 Name: MotÙThoiÙAnÙChoi	 Level: 1	 IP Address: 117.2.0.64 : 2915
15:39	Account: xebmt9	 Name: f22rr5r	 Level: 80	 IP Address: 123.25.218.214 : 39605
15:39	Account: xebmt9	 Name: frf2r2fr	 Level: 80	 IP Address: 123.25.218.214 : 39608
15:41	Account: xebmt10	 Name: ff2rf2r2f	 Level: 80	 IP Address: 27.79.43.143 : 50211
15:43	Account: vlshxtvu1	 Name: MotThoiAnChoi	 Level: 80	 IP Address: 117.2.0.64 : 2917
15:43	Account: vlshxtvu1	 Name: MotÙThoiÙAnÙChoi	 Level: 80	 IP Address: 117.2.0.64 : 2919
15:44	Account: xebmt6	 Name: 123456	 Level: 80	 IP Address: 123.25.218.214 : 39617
15:44	Account: xebmt6	 Name: 1231231	 Level: 80	 IP Address: 123.25.218.214 : 39620
15:44	Account: xebmt6	 Name: ffrfrª	 Level: 80	 IP Address: 123.25.218.214 : 39622
15:45	Account: xebmt	 Name: BanDobmt	 Level: 80	 IP Address: 123.25.218.214 : 39629
15:45	Account: xebmt8	 Name: ff1f1f1f	 Level: 80	 IP Address: 123.25.218.214 : 39631
15:45	Account: xebmt8	 Name: bmtbmt	 Level: 80	 IP Address: 123.25.218.214 : 39633
15:46	Account: xebmt8	 Name: kdkdk®	 Level: 80	 IP Address: 123.25.218.214 : 39636
15:46	Account: xebmt9	 Name: f22rr5r	 Level: 80	 IP Address: 123.25.218.214 : 39639
15:46	Account: thoakhungs2	 Name: FZ1000	 Level: 80	 IP Address: 171.251.237.76 : 50228
15:46	Account: quocbaobp1	 Name: aaaaaa3	 Level: 1	 IP Address: 123.25.218.214 : 39641
15:47	Account: thoakhungs3	 Name: Boss04	 Level: 1	 IP Address: 171.251.237.76 : 50230
15:50	Account: sangtpbrvt5	 Name: seco111	 Level: 80	 IP Address: 122.132.14.60 : 57963
15:53	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.43.143 : 50226
15:54	Account: xebmt2	 Name: xebmts	 Level: 80	 IP Address: 27.79.43.143 : 50228
15:54	Account: quocbaobp	 Name: bbbbbb	 Level: 1	 IP Address: 123.25.218.214 : 39658
15:54	Account: xebmt2	 Name: f2r2fr2f	 Level: 1	 IP Address: 27.79.43.143 : 50230
15:54	Account: quocbaobp	 Name: NçiÙBuånÙKoÙTªn	 Level: 110	 IP Address: 123.25.218.214 : 39661
15:54	Account: quocbaobp	 Name: bbbbbb	 Level: 80	 IP Address: 123.25.218.214 : 39664
15:56	Account: usd001	 Name: USD001	 Level: 82	 IP Address: 14.245.58.184 : 1089
15:57	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 49576
15:58	Account: tumap3000	 Name: EmChoiLai	 Level: 100	 IP Address: 115.78.195.38 : 49585
15:59	Account: samsimon2	 Name: ÙMiaÙSG	 Level: 86	 IP Address: 115.78.195.38 : 49588
16:0	Account: saluci0507	 Name: Depzai5	 Level: 80	 IP Address: 14.174.119.34 : 49265
16:0	Account: quocbaobp	 Name: NçiÙBuånÙKoÙTªn	 Level: 110	 IP Address: 123.25.218.214 : 39674
16:1	Account: saluci0507	 Name: Depzai4	 Level: 80	 IP Address: 14.174.119.34 : 49268
16:2	Account: quocbaobp	 Name: bbbbbb	 Level: 80	 IP Address: 123.25.218.214 : 39679
16:2	Account: ribi01	 Name: RiBi01	 Level: 89	 IP Address: 14.245.58.184 : 1122
16:3	Account: saluci0507	 Name: XinhGai1	 Level: 80	 IP Address: 14.174.119.34 : 49280
16:4	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 27.79.43.143 : 50248
16:5	Account: ribi02	 Name: RIBIO3	 Level: 81	 IP Address: 14.245.58.184 : 1136
16:5	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 97	 IP Address: 14.174.119.34 : 49284
16:6	Account: xebmt9	 Name: f22rr5r	 Level: 80	 IP Address: 27.79.43.143 : 50253
16:6	Account: saluci0507	 Name: Depzai4	 Level: 80	 IP Address: 27.69.147.127 : 64657
16:7	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 97	 IP Address: 14.174.119.34 : 49291
16:7	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.237.76 : 50232
16:8	Account: saluci0507	 Name: XinhGai1	 Level: 80	 IP Address: 27.69.147.127 : 50321
16:9	Account: quocbaobp1	 Name: aaaaaa3	 Level: 80	 IP Address: 123.25.218.214 : 39693
16:10	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.237.76 : 50235
16:10	Account: quocbaobp	 Name: NçiÙBuånÙKoÙTªn	 Level: 110	 IP Address: 123.25.218.214 : 39696
16:10	Account: quocbaobp	 Name: NçiÙBuånÙKoÙTªn	 Level: 110	 IP Address: 123.25.218.214 : 39699
16:11	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.251.237.76 : 50237
16:12	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 91	 IP Address: 171.251.237.76 : 50239
16:13	Account: thoakhungz2	 Name: §iÖpÙLiªnÙTó	 Level: 91	 IP Address: 171.251.237.76 : 50241
16:14	Account: thoakhungz4	 Name: C¸iÙLångÙHeoÙN¸i	 Level: 91	 IP Address: 171.251.237.76 : 50243
16:14	Account: vu25091990	 Name: XinhGai4	 Level: 81	 IP Address: 27.69.147.127 : 50362
16:14	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.237.76 : 50245
16:14	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.237.76 : 50247
16:14	Account: xebmt10	 Name: b1t1tt	 Level: 80	 IP Address: 123.25.218.214 : 39711
16:15	Account: xebmt10	 Name: frf22f2r	 Level: 80	 IP Address: 123.25.218.214 : 39714
16:15	Account: xebmt10	 Name: ff2rf2r2f	 Level: 80	 IP Address: 123.25.218.214 : 39716
16:15	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 123.25.218.214 : 39720
16:15	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 108	 IP Address: 171.251.237.76 : 50249
16:16	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 96	 IP Address: 171.251.237.76 : 50251
